Team,Nationality,Position,Age,Potential,Name
AZ ,Netherlands,Medio Centro|Medio Centro Ofensivo,22,Bueno,Dani de Wit
FC Groningen ,Netherlands,Medio Centro Defensivo|Medio Centro,22,Bueno,Azor Matusiwa
Sampdoria ,Germany,Defensa Central,22,Bueno,Julian Chabot
Boavista FC ,Gambia,Delantero Centro,26,Bueno,Yusupha Njie
IFK Göteborg ,Greece,Portero,29,Bueno,Giannis Anestis
SC Braga ,Spain,Delantero Centro|Extremo Izquierdo,20,Muy Bueno,Abel Ruiz
En Avant Guingamp ,Cameroon,Defensa Central,23,Bueno,Félix Eboa Eboa
VfB Stuttgart ,Morocco,Delantero Centro,29,Bueno,Hamadi Al Ghaddioui
DSC Arminia Bielefeld ,France,Lateral Derecho|Extremo Derecho,27,Bueno,Jonathan Clauss
Football Club de Metz ,Senegal,Delantero Centro|Extremo Izquierdo,21,Muy Bueno,Ibrahima Niane
Heracles Almelo ,Germany,Medio Centro Defensivo|Medio Centro,22,Bueno,Orestis Kiomourtzoglou
SpVgg Greuther Fürth ,France,Delantero Centro,30,Bueno,Daniel Keita-Ruel
Audax Italiano ,Uruguay,Defensa Central,31,Bueno,Manuel Fernández
Gil Vicente FC ,Portugal,Lateral Derecho,22,Bueno,Alex Pinto
SG Dynamo Dresden ,Germany,Portero,24,Bueno,Kevin Broll
SG Dynamo Dresden ,Germany,Defensa Central|Medio Centro Defensivo|Medio Centro,26,Bueno,Jannis Nikolaou
VfL Osnabrück ,Germany,Defensa Central|Medio Centro Defensivo,25,Bueno,Moritz Heyer
FC Luzern ,Kosovo,Medio Centro Defensivo|Medio Centro,23,Muy Bueno,Idriz Voca
Gil Vicente FC ,Portugal,Lateral Derecho,23,Bueno,Fernando Fonseca
Celtic ,Scotland,Medio Derecho|Medio Izquierdo|Media Punta,21,Muy Bueno,Michael Johnston
BSC Young Boys ,Switzerland,Medio Izquierdo,24,Bueno,Marvin Spielmann
Dijon FCO ,Morocco,Lateral Izquierdo,22,Bueno,Hamza Mendyl
Swansea City ,England,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,20,Muy Bueno,Conor Gallagher
Godoy Cruz ,Argentina,Lateral Derecho|Defensa Central,23,Muy Bueno,Gabriel Carrasco
AZ ,Iceland,Medio Centro Ofensivo|Extremo Derecho|Extremo Izquierdo,23,Bueno,Albert Gu?mundsson
Cracovia ,Romania,Medio Derecho|Medio Izquierdo,28,Bueno,Sergiu Hanca
Envigado FC ,Colombia,Medio Centro Ofensivo,22,Muy Bueno,Yeison Guzmán
Spartak Moscow ,Russia,Medio Centro Defensivo|Medio Centro,24,Bueno,Ayaz Guliev
Cerezo Osaka ,Japan,Lateral Izquierdo|Medio Izquierdo,29,Bueno,Yusuke Maruhashi
Kawasaki Frontale ,Japan,Defensa Central|Medio Centro|Medio Centro Ofensivo,30,Bueno,Kazuya Yamamura
Kashima Antlers ,Japan,Medio Izquierdo|Medio Centro,27,Bueno,Ryohei Shirasaki
SV Zulte Waregem ,Tunisia,Extremo Derecho,23,Bueno,Bassem Srarfi
MKE Ankaragücü ,Jamaica,Delantero Centro,30,Bueno,Dever Orgill
Sint-Truidense VV ,Japan,Portero,28,Bueno,Daniel Schmidt
Rosenborg BK ,Norway,Medio Centro,25,Bueno,Kristoffer Zachariassen
KAS Eupen ,DR Congo,Delantero Centro|Medio Izquierdo,26,Bueno,Jonathan Bolingi
Standard de Liège ,DR Congo,Defensa Central|Medio Centro Defensivo,24,Bueno,Merveille Bokadi
Yokohama F·Marinos ,Japan,Delantero Centro|Media Punta,24,Bueno,Ado Onaiwu
Gamba Osaka ,Japan,Lateral Derecho|Defensa Central,25,Bueno,Genta Miura
CD Lugo ,Ukraine,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,22,Muy Bueno,Vasyl Kravets
San Jose Earthquakes ,United States,Medio Centro Defensivo|Medio Centro,23,Bueno,Jackson Yueill
Atlanta United ,United States,Defensa Central,23,Bueno,Miles Robinson
Rionegro Águilas ,Colombia,Delantero Centro,28,Bueno,Brayan Fernández
FC Dallas ,United States,Lateral Derecho,22,Muy Bueno,Reggie Cannon
R. Sporting ,Spain,Medio Centro Defensivo|Medio Centro,25,Bueno,Cris Salvador
Arsenal ,England,Delantero Centro,21,Muy Bueno,Eddie Nketiah
Fortuna Düsseldorf ,Germany,Medio Centro|Medio Centro Ofensivo,22,Muy Bueno,Aymen Barkok
Racing Club de Lens ,France,Carrilero Derecho|Lateral Derecho|Extremo Derecho,23,Bueno,Clément Michelin
Fútbol Club Juárez ,Uruguay,Lateral Izquierdo|Medio Izquierdo,28,Bueno,Maximiliano Olivera
Levante UD ,Spain,Portero,24,Bueno,Koke Vegas
Cittadella ,Italy,Delantero Centro|Extremo Derecho,28,Bueno,Davide Djily Diaw
Chapecoense ,Brazil,Medio Centro Ofensivo,20,Bueno,Nilson Padilho
Internacional ,Brazil,Medio Centro Defensivo,28,Bueno,Luan Sendeiro
Atlético Mineiro ,Brazil,Lateral Derecho,28,Bueno,Jailson Oliva
Botafogo ,Brazil,Lateral Derecho,28,Bueno,Vinicius Trieiro
SL Benfica ,Russia,Portero,23,Muy Bueno,Ivan Zlobin
RCD Mallorca ,Spain,Lateral Derecho|Medio Derecho|Medio Izquierdo,21,Muy Bueno,Alex Pozo
Godoy Cruz ,Argentina,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,23,Muy Bueno,Juan Brunetta
D. Alavés ,Spain,Carrilero Derecho|Lateral Derecho|Extremo Derecho,26,Bueno,Rafa Navarro
Millonarios FC ,Paraguay,Medio Izquierdo,28,Bueno,Diego Godoy
Genoa ,Italy,Delantero Centro,21,Muy Bueno,Andrea Pinamonti
Sampdoria ,Italy,Lateral Derecho|Medio Derecho,23,Bueno,Fabio Depaoli
Perugia ,Romania,Lateral Derecho,28,Bueno,Romario Benzar
Medipol Basaksehir FK ,Turkey,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,22,Bueno,Berkay Özcan
FC Paços de Ferreira ,Brazil,Extremo Derecho|Extremo Izquierdo,24,Bueno,Murilo
ESTAC Troyes ,France,Delantero Centro|Extremo Derecho|Extremo Izquierdo,23,Bueno,Ihsan Sacko
RC Strasbourg Alsace ,France,Medio Centro Defensivo|Medio Centro,22,Bueno,Jean-Ricner Bellegarde
Boavista FC ,Brazil,Carrilero Izquierdo|Extremo Izquierdo,23,Bueno,Marlon
Frosinone ,Italy,Lateral Izquierdo|Medio Izquierdo,25,Bueno,Andrea Beghetto
Asocia?ia Fotbal Club Astra Giurgiu ,Romania,Medio Izquierdo|Medio Centro Ofensivo|Extremo Derecho,23,Bueno,Valentin Gheorghe
CD Tenerife ,Spain,Lateral Derecho,25,Bueno,Luis Pérez
Moreirense FC ,Serbia,Defensa Central,27,Bueno,Lazar Rosic
Once Caldas ,Colombia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,33,Bueno,Sebastián Hernández
Nottingham Forest ,France,Extremo Derecho|Extremo Izquierdo,24,Bueno,Adama Diakhaby
Al Fayha ,Ghana,Medio Derecho|Medio Izquierdo|Extremo Izquierdo,24,Bueno,Samuel Owusu
Albacete BP ,Argentina,Defensa Central,31,Bueno,Nicolás Gorosito
FC Red Bull Salzburg ,France,Medio Centro Defensivo|Medio Centro,21,Muy Bueno,Antoine Bernede
CD Leganés ,Spain,Portero,22,Bueno,Soriano
Albacete BP ,Spain,Lateral Derecho,28,Bueno,Alberto Benito
Hokkaido Consadole Sapporo ,Korea Republic,Portero,26,Bueno,Gu Sung Yun
FC Basel 1893 ,Switzerland,Medio Centro Ofensivo,25,Bueno,Samuele Campo
RSC Anderlecht ,Netherlands,Defensa Central,23,Bueno,Philippe Sandler
Rio Ave FC ,Guinea Bissau,Lateral Derecho,26,Bueno,Nadjack
Club Atlético de San Luis ,Mexico,Lateral Izquierdo,29,Bueno,Luis Reyes
FC Porto ,Portugal,Portero,20,Muy Bueno,Diogo Costa
FC Nordsjælland ,Denmark,Medio Centro|Media Punta,29,Bueno,Mikkel Rygaard
FC Schalke 04 ,Germany,Portero,22,Muy Bueno,Markus Schubert
Motherwell ,Scotland,Medio Centro|Medio Centro Ofensivo,21,Muy Bueno,David Turnbull
Sampdoria ,Argentina,Medio Centro Ofensivo|Extremo Izquierdo,21,Muy Bueno,Gonzalo Maroni
Brescia ,Venezuela,Defensa Central,28,Bueno,Jhon Chancellor
Centro Sportivo Alagoano ,Brazil,Medio Centro Ofensivo,32,Bueno,Allan Ardaújo
Internacional ,Brazil,Portero,20,Bueno,Jairo Farnias
Ceará Sporting Club ,Brazil,Lateral Derecho,28,Bueno,Jony Reitosa
Guadalajara ,Mexico,Lateral Izquierdo,23,Bueno,Cristian Calderón
Olympiacos CFP ,Argentina,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,21,Bueno,Maximiliano Lovera
Sporting Charleroi ,Senegal,Medio Derecho,28,Bueno,Mamadou Fall
Moreirense FC ,Belgium,Lateral Derecho|Lateral Izquierdo,25,Bueno,Anthony D'Alberto
KRC Genk ,Colombia,Defensa Central|Medio Centro Defensivo,21,Muy Bueno,Carlos Cuesta
Fortuna Düsseldorf ,Germany,Defensa Central,24,Bueno,Robin Bormuth
Guadalajara ,Mexico,Medio Izquierdo,23,Bueno,Jesús Angulo
FC Augsburg ,Nigeria,Medio Derecho,23,Bueno,Noah Joel Sarenren Bazee
Lech Poznan ,Poland,Lateral Derecho,22,Muy Bueno,Robert Gumny
Guadalajara ,Mexico,Delantero Centro|Medio Derecho|Medio Izquierdo,22,Muy Bueno,Alexis Vega
Argentinos Juniors ,Argentina,Lateral Derecho|Lateral Izquierdo,22,Muy Bueno,Kevin Mac Allister
Lech Poznan ,Poland,Medio Derecho|Medio Izquierdo,22,Muy Bueno,Kamil Józwiak
F.C. Tokyo ,Japan,Lateral Derecho,26,Bueno,Sei Muroya
Oita Trinita ,Japan,Portero,31,Bueno,Shun Takagi
Kawasaki Frontale ,Japan,Lateral Izquierdo,28,Bueno,Shintaro Kurumaya
Club Tijuana ,Colombia,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,24,Bueno,Christian Rivera
Godoy Cruz ,Argentina,Medio Centro Defensivo|Medio Centro,25,Bueno,Juan Andrada
Jeonbuk Hyundai Motors ,Japan,Delantero Centro|Medio Izquierdo|Medio Centro,22,Bueno,Takahiro Kunimoto
RC Deportivo ,Japan,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,28,Bueno,Gaku Shibasaki
Yokohama F·Marinos ,Japan,Medio Derecho,30,Bueno,Kota Mizunuma
Yokohama F·Marinos ,Japan,Medio Centro Defensivo|Medio Centro,25,Bueno,Takuya Kida
Waasland-Beveren ,Japan,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,28,Bueno,Yuki Kobayashi
Columbus Crew SC ,Argentina,Lateral Izquierdo,21,Muy Bueno,Milton Valenzuela
Royal Antwerp FC ,Norway,Lateral Izquierdo,26,Bueno,Simen Juklerød
Nagoya Grampus ,Japan,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,31,Bueno,Hiroyuki Abe
Club Atlético Huracán ,Argentina,Lateral Derecho|Defensa Central,32,Bueno,Nicolás Romat
Sanfrecce Hiroshima ,Japan,Lateral Izquierdo|Defensa Central,30,Bueno,Sho Sasaki
Hokkaido Consadole Sapporo ,Korea Republic,Defensa Central,26,Bueno,Kim Min Tae
KSV Cercle Brugge ,Greece,Defensa Central,27,Bueno,Dimitris Chatziisaias
Gil Vicente FC ,Brazil,Extremo Izquierdo,26,Bueno,Arthur Henrique
FC Dallas ,Colombia,Medio Derecho|Medio Izquierdo,25,Bueno,Santiago Mosquera
New York City FC ,Costa Rica,Lateral Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,26,Bueno,Ronald Matarrita
Legia Warszawa ,Guinea,Delantero Centro,29,Bueno,José Kanté
Al Wehda ,France,Delantero Centro,27,Bueno,Youssoufou Niakaté
Portland Timbers ,Poland,Delantero Centro,25,Bueno,Jaroslaw Niezgoda
Deportes Tolima ,Colombia,Defensa Central,27,Bueno,José Moya
FC Seoul ,Korea Republic,Medio Centro|Medio Centro Ofensivo,23,Bueno,Han Chan Hee
Molde FK ,Norway,Medio Centro Defensivo|Medio Centro,24,Bueno,Fredrik Aursnes
Independiente Medellín ,Colombia,Delantero Centro|Medio Derecho,28,Bueno,Leonardo Castro
FC Utrecht ,Netherlands,Defensa Central,22,Muy Bueno,Justin Hoogma
CD Numancia ,Spain,Medio Derecho|Medio Izquierdo,24,Bueno,Curro Sánchez
1. FSV Mainz 05 ,France,Lateral Derecho|Lateral Izquierdo,22,Muy Bueno,Ronaël Pierre-Gabriel
Watford ,Venezuela,Delantero Centro|Medio Centro Ofensivo|Extremo Izquierdo,23,Bueno,Adalberto Peñaranda
SD Huesca ,Spain,Lateral Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,25,Bueno,Javi Galán
Leicester City ,England,Lateral Derecho|Lateral Izquierdo,22,Muy Bueno,James Justin
Unión de Santa Fe ,Argentina,Lateral Derecho|Defensa Central,24,Bueno,Brian Blasi
CA Osasuna ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,25,Bueno,José Arnáiz
KRC Genk ,Belgium,Lateral Derecho|Lateral Izquierdo|Medio Izquierdo,23,Bueno,Casper De Norre
FC St. Gallen 1879 ,Switzerland,Lateral Derecho|Defensa Central,22,Muy Bueno,Silvan Hefti
RC Strasbourg Alsace ,France,Medio Centro,22,Bueno,Ibrahima Sissoko
Cosenza ,Uruguay,Delantero Centro|Extremo Derecho|Extremo Izquierdo,25,Bueno,Jaime Stabile Báez
Lecce ,Italy,Lateral Izquierdo|Defensa Central,26,Bueno,Cristian Dell'Orco
1. FSV Mainz 05 ,Nigeria,Delantero Centro,22,Bueno,Taiwo Awoniyi
KV Kortrijk ,Comoros,Medio Derecho|Medio Izquierdo,26,Bueno,Faïz Selemani
Holstein Kiel ,Germany,Defensa Central,26,Bueno,Hauke Wahl
Bristol City ,Portugal,Carrilero Derecho|Lateral Derecho|Medio Derecho|Extremo Derecho,22,Muy Bueno,Pedro Pereira
FC Barcelona ,lbania,Delantero Centro,23,Bueno,Rey Manaj
CD Tondela ,Spain,Medio Centro Defensivo|Medio Centro,21,Muy Bueno,Pepelu
Birmingham City ,England,Defensa Central,22,Bueno,Jake Clarke-Salter
Besiktas JK ,Turkey,Delantero Centro,27,Bueno,Umut Nayir
Cruzeiro ,Brazil,Delantero Centro|Media Punta,20,Bueno,Sevinho Santos
Club Athletico Paranaense ,Brazil,Delantero Centro|Extremo Izquierdo,24,Bueno,Adão Salvadaldo
Avaí ,Brazil,Delantero Centro|Medio Centro Ofensivo,20,Bueno,Diogildo Peixe
Grêmio ,Brazil,Medio Centro Ofensivo|Extremo Derecho,20,Bueno,Raphael Paneira
Bahia ,Brazil,Medio Centro|Medio Centro Ofensivo,20,Bueno,Macarinho Louro
Botafogo ,Brazil,Medio Izquierdo|Medio Centro Ofensivo,24,Bueno,Renaldo Justinho
Flamengo ,Brazil,Medio Derecho|Extremo Derecho,20,Bueno,Leôncio Lobeiro
Fortaleza ,Brazil,Medio Centro Defensivo|Medio Derecho|Medio Centro,20,Bueno,Ansel Barnisco
Fortaleza ,Brazil,Defensa Central,20,Bueno,Lourival Dinisco
Palmeiras ,Brazil,Medio Derecho,28,Bueno,Natinho Mestres
Chapecoense ,Brazil,Lateral Derecho|Defensa Central,32,Bueno,Barbosaldinho
Internacional ,Brazil,Defensa Central,28,Bueno,Eltson Marques
Ceará Sporting Club ,Brazil,Defensa Central,28,Bueno,Milton Menceiros
Vasco da Gama ,Brazil,Medio Centro|Medio Centro Ofensivo,20,Bueno,Bruno Fagundeiro
Cruzeiro ,Brazil,Lateral Derecho|Medio Derecho,28,Bueno,Bernardo Motinho
Internacional ,Brazil,Carrilero Derecho|Lateral Derecho|Extremo Derecho,24,Bueno,Daguinho Parrela
Avaí ,Brazil,Lateral Izquierdo,24,Bueno,Edsinho Torres
Palmeiras ,Brazil,Defensa Central,24,Bueno,João Barnierie
Cruzeiro ,Brazil,Defensa Central|Medio Centro Defensivo,24,Bueno,Marlinito Dias
Palmeiras ,Brazil,Lateral Izquierdo,20,Bueno,Antonaldo Vaz
Ceará Sporting Club ,Brazil,Medio Centro Defensivo|Medio Centro,24,Bueno,Breno Bemposta
Vasco da Gama ,Brazil,Medio Centro Defensivo|Medio Centro,32,Bueno,Charles de Breito
Vasco da Gama ,Brazil,Lateral Derecho|Lateral Izquierdo,20,Bueno,Vanderlei Cõembra
Santos ,Brazil,Lateral Derecho,24,Bueno,Claytisco Branco
Vasco da Gama ,Brazil,Portero,32,Bueno,Adrizinho Bastos
Ceará Sporting Club ,Brazil,Portero,24,Bueno,Victor Fachinhas
Boavista FC ,Serbia,Delantero Centro,27,Bueno,Nikola Stojiljkovic
Konyaspor ,Bosnia & Herzegovina,Delantero Centro,26,Bueno,Riad Bajic
Clermont Foot 63 ,DR Congo,Lateral Izquierdo,27,Bueno,Vital Nsimba
UD Almería ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,22,Muy Bueno,Fran Villalba
Hokkaido Consadole Sapporo ,Brazil,Delantero Centro|Media Punta,26,Bueno,Anderson Lopes
Al Hilal ,Saudi Arabia,Lateral Izquierdo|Defensa Central,30,Bueno,Ali Al Bulayhi
Rangers FC ,Switzerland,Delantero Centro,25,Bueno,Florian Kamberi
SC Paderborn 07 ,Germany,Portero,26,Bueno,Jannik Huth
Marítimo ,Brazil,Delantero Centro,29,Bueno,Rodrigo Pinho
Shakhtar Donetsk ,Ukraine,Lateral Derecho|Lateral Izquierdo|Defensa Central,24,Bueno,Mykola Matvienko
DSC Arminia Bielefeld ,Sweden,Portero,23,Bueno,Oscar Linnér
Santa Clara ,Brazil,Delantero Centro,27,Bueno,Thiago Santana
La Spezia ,Italy,Medio Centro,30,Bueno,Paolo Bartolomei
UD Las Palmas ,Uruguay,Defensa Central|Medio Centro Defensivo,24,Bueno,Mauricio Lemos
Swansea City ,Wales,Defensa Central,22,Bueno,Joe Rodon
SC Heerenveen ,Netherlands,Medio Centro Defensivo|Medio Centro,28,Bueno,Hicham Faik
Abha Club ,Algeria,Defensa Central,30,Bueno,Mehdi Tahrat
FC Midtjylland ,Belgium,Lateral Derecho|Lateral Izquierdo|Medio Derecho,24,Bueno,Dion Cools
Clermont Foot 63 ,France,Medio Izquierdo|Medio Centro Ofensivo,30,Bueno,Jason Berthomier
Gimnasia y Esgrima La Plata ,Argentina,Defensa Central,24,Bueno,Manuel Guanini
Club Tijuana ,Uruguay,Medio Centro Defensivo|Medio Derecho|Medio Centro,28,Bueno,Ignacio Rivero
Atlanta United ,Argentina,Medio Centro Defensivo|Medio Centro,25,Bueno,Eric Remedi
Birmingham City ,England,Defensa Central,30,Bueno,Marc Roberts
CD Leganés ,Spain,Lateral Derecho|Defensa Central,24,Muy Bueno,Rodri Tarín
Leeds United ,Wales,Delantero Centro|Medio Centro Ofensivo,21,Muy Bueno,Tyler Roberts
Lokomotiv Moscow ,Russia,Lateral Derecho|Medio Derecho,26,Bueno,Dmitriy Zhivoglyadov
Atlético Huila ,Colombia,Portero,24,Bueno,Geovanni Banguera
Denizlispor ,Colombia,Delantero Centro,23,Bueno,Óscar Estupiñán
MKE Ankaragücü ,Venezuela,Delantero Centro,31,Bueno,Gelmin Rivas
Middlesbrough ,Cameroon,Defensa Central,22,Muy Bueno,Harold Moukoudi
Vitória Setúbal ,Argentina,Extremo Izquierdo,23,Bueno,Brian Mansilla
Blackburn Rovers ,Namibia,Lateral Derecho|Defensa Central,22,Bueno,Ryan Nyambe
PEC Zwolle ,Germany,Medio Centro Defensivo|Medio Centro,28,Bueno,Rico Strieder
SC Paderborn 07 ,Germany,Lateral Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,25,Bueno,Gerrit Holtmann
Reading ,England,Medio Centro Defensivo|Medio Centro,23,Muy Bueno,Andy Rinomhota
Girona FC ,Spain,Lateral Izquierdo,26,Bueno,Brian Oliván
Cádiz CF ,Spain,Delantero Centro|Medio Centro Ofensivo|Media Punta,26,Bueno,Jorge Pombo
SV Darmstadt 98 ,Germany,Medio Izquierdo|Medio Centro Ofensivo,22,Bueno,Marvin Mehlem
Ulsan Hyundai Horang-i ,Korea Republic,Defensa Central,26,Bueno,Jeong Seung Hyun
Birmingham City ,Sweden,Delantero Centro|Medio Centro|Medio Centro Ofensivo,26,Bueno,Kerim Mrabti
1. FC Union Berlin ,Nigeria,Delantero Centro|Extremo Derecho|Extremo Izquierdo,23,Bueno,Suleiman Abdullahi
SV Darmstadt 98 ,Germany,Delantero Centro,24,Bueno,Felix Platte
Stade Rennais FC ,France,Delantero Centro,24,Bueno,Jordan Siebatcheu
CD O'Higgins ,Argentina,Portero,24,Bueno,Augusto Batalla
Aberdeen ,England,Delantero Centro,23,Bueno,Sam Cosgrove
U.N.A.M. ,Argentina,Medio Centro Defensivo|Medio Izquierdo,33,Bueno,Víctor Malcorra
Unión de Santa Fe ,Argentina,Delantero Centro,30,Bueno,Nicolás Mazzola
Willem II ,Netherlands,Lateral Derecho,24,Bueno,Bart Nieuwkoop
Club Necaxa ,Argentina,Defensa Central,30,Bueno,Rodrigo Noya
Wigan Athletic ,England,Medio Izquierdo|Medio Centro Ofensivo,22,Bueno,Kieran Dowell
New York Red Bulls ,United States,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Bueno,Sean Davis
Rionegro Águilas ,Colombia,Delantero Centro|Medio Derecho|Medio Izquierdo,25,Bueno,Freddy Salazar
Nîmes Olympique ,France,Lateral Izquierdo|Defensa Central,23,Bueno,Florian Miguel
FC Emmen ,Peru,Defensa Central,25,Bueno,Miguel Araujo
Dynamo Kyiv ,Denmark,Medio Centro|Extremo Derecho|Extremo Izquierdo,23,Bueno,Mikkel Duelund
PSV ,France,Lateral Izquierdo|Defensa Central,22,Bueno,Olivier Boscagli
Reading ,Romania,Delantero Centro,24,Bueno,George Pu?ca?
CD Mirandés ,Spain,Medio Centro Ofensivo|Extremo Derecho|Extremo Izquierdo,25,Bueno,Merquelanz
AFC Bournemouth ,England,Delantero Centro,22,Bueno,Dominic Solanke
Marítimo ,Cameroon,Delantero Centro,26,Bueno,Joel Tagueu
Bristol City ,England,Medio Centro Ofensivo,23,Bueno,Kasey Palmer
Lecce ,Italy,Medio Centro,25,Bueno,Jacopo Petriccione
Club Atlas ,Chile,Delantero Centro,24,Bueno,Ignacio Jeraldino
R. Zaragoza ,Spain,Medio Derecho|Medio Centro,23,Bueno,Raúl Guti
Chamois Niortais Football Club ,France,Medio Derecho|Medio Centro Ofensivo,26,Bueno,Valentin Jacob
Swansea City ,Wales,Lateral Derecho|Lateral Izquierdo,24,Bueno,Connor Roberts
Doncaster Rovers ,England,Medio Centro Defensivo,24,Bueno,Ben Whiteman
RC Deportivo ,Italy,Defensa Central,25,Bueno,Michele Somma
1. FC Heidenheim 1846 ,Germany,Lateral Derecho,25,Bueno,Marnon Busch
Salerno ,Italy,Portero,27,Bueno,Alessandro Micai
Lechia Gdansk ,United States,Medio Izquierdo,26,Bueno,Kenneth Saief
Derby County ,Poland,Defensa Central|Medio Centro Defensivo,22,Muy Bueno,Krystian Bielik
Cádiz CF ,France,Medio Centro Defensivo|Medio Centro,25,Bueno,Yann Bodiger
Havre Athletic Club ,Turkey,Defensa Central,23,Bueno,Ertugrul Ersoy
SpVgg Greuther Fürth ,Germany,Lateral Izquierdo|Defensa Central|Carrilero Izquierdo|Extremo Izquierdo,24,Bueno,Maximilian Wittek
Frosinone ,Italy,Medio Derecho|Medio Centro,27,Bueno,Luca Paganini
LDU Quito ,Uruguay,Delantero Centro|Extremo Derecho,25,Bueno,Rodrigo Aguirre
Club Bolívar ,Argentina,Delantero Centro|Extremo Izquierdo,31,Bueno,Marcos Riquelme
Pachuca ,Mexico,Lateral Izquierdo|Medio Izquierdo,23,Bueno,Erick Aguirre
Odense Boldklub ,Denmark,Defensa Central,27,Bueno,Jeppe Tverskov
UD Almería ,Spain,Delantero Centro,24,Bueno,Juan Muñoz
Brentford ,Spain,Carrilero Derecho|Extremo Derecho|Extremo Izquierdo,23,Bueno,Sergi Canós
Vitesse ,England,Lateral Izquierdo,24,Bueno,Max Clark
SK Sturm Graz ,Greece,Defensa Central,30,Bueno,Anastasios Avlonitis
West Bromwich Albion ,England,Lateral Derecho|Defensa Central,24,Bueno,Darnell Furlong
Sociedad Deportiva Aucas ,Uruguay,Portero,35,Bueno,Damián Frascarelli
SK Rapid Wien ,Austria,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,26,Bueno,Philipp Schobesberger
R. Zaragoza ,Spain,Medio Centro Defensivo|Medio Centro,28,Bueno,Eguaras
Willem II ,Germany,Portero,24,Bueno,Timon Wellenreuther
SV Sandhausen ,Kosovo,Lateral Izquierdo|Carrilero Izquierdo|Extremo Izquierdo,25,Bueno,Leart Paqarada
Clermont Foot 63 ,Uruguay,Medio Centro Defensivo|Medio Centro Ofensivo,31,Bueno,Jonathan Iglesias
Club Always Ready ,Brazil,Delantero Centro|Extremo Izquierdo,29,Bueno,Rafael Silva
Yeni Malatyaspor ,Morocco,Lateral Derecho|Lateral Izquierdo,30,Bueno,Issam Chebake
Sivasspor ,Turkey,Medio Centro Defensivo|Medio Centro,32,Bueno,Hakan Arslan
KV Oostende ,France,Medio Centro Defensivo|Medio Centro,30,Bueno,Kévin Vandendriessche
Independiente del Valle ,Argentina,Medio Izquierdo|Medio Centro Ofensivo|Extremo Izquierdo,27,Bueno,Cristian Ortiz
FC Carl Zeiss Jena ,Turkey,Defensa Central,34,Bueno,Aytaç Sulu
Kasimpasa SK ,Turkey,Medio Derecho|Medio Izquierdo,27,Bueno,Yusuf Erdogan
Racing Club ,Argentina,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,26,Bueno,Nicolás Oroz
Atlético Tucumán ,Argentina,Lateral Derecho,30,Bueno,Gustavo Toledo
Galatasaray SK ,Turkey,Defensa Central,26,Bueno,Ahmet Çalik
Vissel Kobe ,Japan,Medio Centro Defensivo|Medio Centro,29,Bueno,Hotaru Yamaguchi
Empoli ,Italy,Delantero Centro|Extremo Derecho,27,Bueno,Stefano Moreo
Dijon FCO ,Iceland,Portero,25,Bueno,Rúnar Alex Rúnarsson
Sampdoria ,Norway,Medio Centro|Medio Centro Ofensivo,24,Bueno,Morten Thorsby
Colón de Santa Fe ,Argentina,Medio Izquierdo,27,Bueno,Gabriel Esparza
Lechia Gdansk ,Serbia,Lateral Izquierdo,28,Bueno,Filip Mladenovic
