Team,Nationality,Position,Age,Potential,Name
Sport Huancayo ,Peru,Medio Centro Defensivo,30,Bueno,Ricardo Salcedo
Sport Huancayo ,Peru,Defensa Central,34,Bueno,Víctor Balta
Wolverhampton Wanderers ,Ecuador,Delantero Centro,20,Bueno,Leonardo Campana
Deportivo Binacional ,Peru,Lateral Derecho,30,Bueno,Angel Pérez
Guadalajara ,Mexico,Defensa Central,21,Bueno,Gilberto Sepúlveda
C.D. Universidad Católica del Ecuador ,Colombia,Defensa Central,35,Bueno,Yuber Mosquera
Centro Atlético Fénix ,Brazil,Defensa Central,27,Bueno,Leo Coelho
Club Nacional de Football ,Uruguay,Delantero Centro,21,Muy Bueno,Thiago Vecino
Club Atlético Peñarol ,Uruguay,Lateral Izquierdo|Defensa Central,22,Bueno,Enzo Martínez
Rosario Central ,Uruguay,Delantero Centro|Medio Izquierdo|Extremo Derecho,23,Bueno,Federico Martínez
Liverpool Fútbol Club ,Uruguay,Lateral Derecho,23,Bueno,Jean Rosso
New York City FC ,Uruguay,Medio Centro Defensivo,21,Muy Bueno,Nicolás Acevedo
Guaraní (Paraguay) ,Uruguay,Medio Centro,24,Bueno,Rodrigo Fernández
Sassuolo ,Greece,Lateral Izquierdo,24,Bueno,Giorgos Kyriakopoulos
AD Alcorcón ,Portugal,Medio Centro Defensivo|Medio Centro,25,Bueno,Reko
Panathinaikos FC ,Colombia,Delantero Centro,20,Bueno,Juan José Perea
AZ ,Portugal,Extremo Derecho|Extremo Izquierdo,19,Muy Bueno,Félix Correia
FC Barcelona ,Uruguay,Defensa Central,21,Muy Bueno,Ronald Araujo
La Berrichonne de Châteauroux ,France,Delantero Centro,23,Bueno,Alexis Gonçalves Pereira
Futebol Clube de Famalicão ,Ivory Coast,Defensa Central,21,Bueno,Ibrahim Cissé
Estudiantes de Mérida ,Venezuela,Medio Izquierdo,32,Bueno,Christian Flores
Estudiantes de Mérida ,Venezuela,Medio Centro,27,Bueno,Yorwin Lobo
Club Atlético Lanús ,Argentina,Medio Centro Defensivo|Medio Centro,20,Bueno,Facundo Pérez
UD Almería ,Brazil,Lateral Izquierdo,22,Bueno,Jonathan
Málaga CF ,Spain,Lateral Derecho,19,Muy Bueno,Ismael Casas
D. Alavés ,Spain,Medio Derecho|Medio Centro Ofensivo,19,Bueno,Borja Sainz
RC Celta ,Spain,Delantero Centro|Media Punta,18,Muy Bueno,Iker Losada
Central Coast Mariners ,Serbia,Medio Centro|Medio Centro Ofensivo,32,Bueno,Milan Duric
RSC Anderlecht ,Belgium,Defensa Central|Medio Centro Defensivo,17,Muy Bueno,Marco Kana
Abha Club ,Morocco,Defensa Central,28,Bueno,Amine Atouchi
Konyaspor ,Bosnia & Herzegovina,Defensa Central,30,Bueno,Marin Anicic
Sporting CP ,Portugal,Portero,21,Bueno,Diogo Sousa
Al Adalah Club ,Gabon,Medio Centro Defensivo|Medio Centro,23,Bueno,Medwin Biteghé
Vélez Sarsfield ,Argentina,Defensa Central,23,Bueno,Miguel Brizuela
Kashima Antlers ,Japan,Delantero Centro,21,Bueno,Ayase Ueda
Jaguares Fútbol Club ,Argentina,Delantero Centro,30,Bueno,Pablo Bueno
Trapani ,Italy,Portero,20,Muy Bueno,Marco Carnesecchi
Sepsi OSK Sfântu Gheorghe ,Slovakia,Medio Derecho|Medio Izquierdo,30,Bueno,Peter Gál-Andrezly
Albacete BP ,Spain,Delantero Centro|Medio Centro Ofensivo,22,Bueno,Manu Fuster
Santos Laguna ,Mexico,Medio Derecho|Medio Centro Ofensivo,21,Bueno,Adrián Lozano
KSV Cercle Brugge ,England,Lateral Izquierdo|Defensa Central,19,Muy Bueno,Jonathan Panzo
Athlétic Club Ajaccio ,France,Lateral Izquierdo,22,Bueno,Matthieu Huard
ADO Den Haag ,Netherlands,Medio Derecho|Extremo Derecho,18,Muy Bueno,Crysencio Summerville
CD Tondela ,Croatia,Delantero Centro,23,Bueno,Tomislav Štrkalj
Mineros de Guayana ,Venezuela,Medio Derecho|Medio Centro|Medio Centro Ofensivo,32,Bueno,Argenis Gómez
Pisa ,Italy,Defensa Central,23,Bueno,Andrea Meroni
Defensa y Justicia ,Argentina,Defensa Central,22,Bueno,Adonis Frías
CD Cobresal ,Argentina,Portero,32,Bueno,Leandro Requena
PEC Zwolle ,Netherlands,Defensa Central,22,Bueno,Sam Kersten
Free Agents ,Ecuador,Portero,31,Bueno,Jhonathan Doriado
R. Oviedo ,Spain,Medio Centro|Medio Centro Ofensivo,22,Bueno,Riki
Shenzen FC ,Cameroon,Delantero Centro,27,Bueno,John Mary
Belenenses ,Brazil,Defensa Central,21,Bueno,Eduardo Kau
SCR Altach ,Mali,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,20,Muy Bueno,Ousmane Diakité
ESTAC Troyes ,DR Congo,Lateral Izquierdo|Defensa Central,21,Bueno,Stone Mambo
SpVgg Greuther Fürth ,Germany,Lateral Derecho,24,Bueno,Marco Meyerhöfer
Dijon FCO ,France,Medio Centro,21,Bueno,Bryan Soumaré
Vitória Setúbal ,Morocco,Delantero Centro,22,Bueno,Khalid Hachadi
Orlando Pirates ,South Africa,Delantero Centro|Media Punta,23,Bueno,Tshegofatso Mabasa
CS Emelec ,Argentina,Defensa Central,28,Bueno,Aníbal Leguizamón
AFC Chindia Târgovi?te ,Romania,Lateral Derecho,29,Bueno,Marius Martac
RKS Raków Czestochowa SA ,Czech Republic,Defensa Central,28,Bueno,Tomáš Petrášek
FC Bayern München ,Netherlands,Delantero Centro|Medio Centro Ofensivo|Media Punta,19,Muy Bueno,Joshua Zirkzee
RKC Waalwijk ,Netherlands,Portero,25,Bueno,Etienne Vaessen
Gazisehir Gaziantep Futbol Kulübü ,Turkey,Carrilero Derecho|Lateral Derecho|Extremo Derecho,29,Bueno,Oguz Ceylan
Real Racing Club ,Spain,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,25,Bueno,Sergio Ruiz
CF Fuenlabrada ,Senegal,Medio Centro Defensivo|Medio Centro,26,Bueno,Pathé Ciss
Futebol Clube de Famalicão ,Brazil,Portero,23,Bueno,Gabriel Souza
WSG Swarovski Tirol ,Germany,Portero,29,Bueno,Ferdinand Oswald
Lazio ,Italy,Defensa Central,19,Muy Bueno,Nicolò Armini
Club Always Ready ,Bolivia,Lateral Izquierdo,22,Bueno,Juan José Orellana
Rodez Aveyron Football ,France,Defensa Central,27,Bueno,Pierre Bardy
Rodez Aveyron Football ,France,Medio Centro,29,Bueno,Aurélien Tertereau
Rodez Aveyron Football ,France,Medio Centro|Medio Centro Ofensivo,33,Bueno,Pierre Ruffaut
Havre Athletic Club ,France,Medio Derecho|Medio Centro,19,Muy Bueno,Eric Junior Dina Ebimbe
Dinamo Zagreb ,Croatia,Lateral Izquierdo|Medio Centro Defensivo,21,Bueno,Marko Dira
Fotbal Club Viitorul Constan?a ,Romania,Medio Centro,22,Bueno,Andrei Ciobanu
Asocia?ia Fotbal Club Hermannstadt ,Brazil,Medio Centro Defensivo|Medio Centro,31,Bueno,Romário Pires
Fotbal Club Politehnica Ia?i ,Moldova,Portero,29,Bueno,Denis Rusu
Free Agents ,Romania,Defensa Central|Medio Centro Defensivo,24,Bueno,Adrian Rus
Fotbal Club FCSB ,Serbia,Lateral Izquierdo|Defensa Central|Medio Izquierdo,33,Bueno,Marko Momcilovic
Asocia?ia Fotbal Club Hermannstadt ,Romania,Medio Derecho,27,Bueno,Petri?or Petrescu
U Craiova 1948 Club Sportiv ,Bulgaria,Medio Centro|Medio Centro Ofensivo,24,Bueno,Antoni Ivanov
Fotbal Club Politehnica Ia?i ,Lithuania,Defensa Central,31,Bueno,Linas Klimavicius
Sport-Club Freiburg ,Germany,Defensa Central,20,Bueno,Nico Schlotterbeck
CD Lugo ,Spain,Medio Centro,23,Bueno,Jaime Seoane
Stade Malherbe Caen ,Ivory Coast,Medio Derecho|Medio Izquierdo,20,Bueno,Caleb Zady Sery
Envigado FC ,Paraguay,Defensa Central,28,Bueno,Francisco Báez
Philadelphia Union ,United States,Medio Centro|Medio Centro Ofensivo,19,Bueno,Brenden Aaronson
Athletic Club ,Spain,Medio Centro,19,Muy Bueno,Unai Vencedor
Vitória Guimarães ,Ukraine,Defensa Central,26,Bueno,Valeriy Bondarenko
Wuhan Zall Professional FC ,China PR,Carrilero Derecho|Lateral Derecho|Extremo Derecho,25,Bueno,Ming Tian
Godoy Cruz ,Paraguay,Medio Izquierdo,23,Bueno,Richard Prieto
Estudiantes de La Plata ,Argentina,Lateral Izquierdo|Medio Izquierdo,21,Muy Bueno,Facundo Mura
Deportes Tolima ,Colombia,Delantero Centro|Medio Derecho,22,Bueno,Luis Miranda
Livorno ,Netherlands,Delantero Centro,27,Bueno,Sven Braken
Club Always Ready ,Argentina,Delantero Centro,30,Bueno,Gustavo Britos
Al Ain FC ,United Arab Emirates,Delantero Centro|Medio Derecho,28,Bueno,Jamal Maroof
Orlando City Soccer Club ,Brazil,Carrilero Derecho|Lateral Derecho|Extremo Derecho,25,Bueno,Ruan
Orlando City Soccer Club ,Brazil,Medio Derecho|Medio Izquierdo,25,Bueno,Robinho
Górnik Zabrze ,Slovakia,Portero,31,Bueno,Martin Chudy
Waasland-Beveren ,Montenegro,Delantero Centro,24,Bueno,Stefan Miloševic
Marítimo ,Portugal,Medio Centro Defensivo|Medio Centro,20,Bueno,Pedro Pelágio
Shimizu S-Pulse ,Japan,Medio Izquierdo,23,Bueno,Kenta Nishizawa
RC Deportivo ,Spain,Delantero Centro|Medio Derecho|Medio Izquierdo,20,Muy Bueno,Hugo Vallejo
CD Leganés ,Spain,Medio Izquierdo|Extremo Izquierdo,19,Muy Bueno,Bryan Gil
Santos Laguna ,Mexico,Delantero Centro|Media Punta,21,Bueno,Eduardo Aguirre
Newell's Old Boys ,Uruguay,Lateral Derecho,27,Bueno,Ángelo Gabrielli
Mjøndalen IF ,Netherlands,Defensa Central,29,Bueno,Quint Jansen
Real Madrid ,Spain,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,23,Bueno,Fidalgo
Viking FK ,Norway,Medio Centro,34,Bueno,Johnny Furdal
Matsumoto Yamaga F.C. ,Brazil,Medio Centro,31,Bueno,Paulinho
La Spezia ,Spain,Lateral Derecho|Defensa Central,22,Bueno,Salva
CD Mirandés ,Spain,Extremo Derecho,21,Bueno,Joaquín
FC Würzburger Kickers ,Germany,Medio Centro Defensivo|Medio Centro,22,Bueno,Simon Rhein
Independiente del Valle ,Ecuador,Lateral Derecho|Medio Derecho,22,Bueno,Ángelo Preciado
R. Valladolid CF ,Spain,Delantero Centro|Medio Derecho,23,Bueno,Víctor
Wellington Phoenix ,Australia,Medio Centro Defensivo|Medio Centro,22,Bueno,Cameron Devlin
Chelsea ,Scotland,Medio Centro|Medio Centro Ofensivo,19,Muy Bueno,Billy Gilmour
Rio Ave FC ,Brazil,Portero,31,Bueno,Paulo Vítor
Livingston FC ,Togo,Medio Centro Defensivo|Medio Centro,25,Bueno,Steve Lawson
Leeds United ,England,Lateral Derecho|Medio Centro,20,Muy Bueno,Jamie Shackleton
AS Nancy Lorraine ,Senegal,Delantero Centro,22,Bueno,Makhtar Gueye
Hokkaido Consadole Sapporo ,Japan,Medio Derecho|Medio Izquierdo,26,Bueno,Kosuke Shirai
1. FC Kaiserslautern ,Germany,Delantero Centro|Medio Derecho|Medio Centro,24,Bueno,Christian Kühlwetter
Borussia Dortmund ,United States,Medio Izquierdo|Medio Centro Ofensivo,17,Muy Bueno,Giovanni Reyna
SønderjyskE ,Greece,Defensa Central,23,Bueno,Theofanis Mavrommatis
Real Madrid ,Spain,Lateral Derecho,21,Muy Bueno,Sergio López
Holstein Kiel ,Bosnia & Herzegovina,Lateral Derecho|Lateral Izquierdo|Medio Derecho,23,Bueno,Darko Todorovic
FC Erzgebirge Aue ,Germany,Delantero Centro|Medio Derecho,21,Bueno,Florian Krüger
SD Ponferradina ,Argentina,Defensa Central,25,Bueno,Franco Russo
KV Kortrijk ,Ukraine,Lateral Izquierdo|Defensa Central|Medio Izquierdo,28,Bueno,Andriy Batsula
Cremona ,Italy,Defensa Central,23,Bueno,Luca Ravanelli
Newell's Old Boys ,Argentina,Medio Derecho|Medio Centro|Medio Centro Ofensivo,21,Muy Bueno,Aníbal Moreno
PSV ,France,Medio Centro Defensivo|Medio Centro,20,Muy Bueno,Claudio Gomes
Fortuna Sittard ,Senegal,Delantero Centro|Medio Izquierdo,20,Bueno,Amadou Ciss
La Berrichonne de Châteauroux ,France,Medio Centro Defensivo|Medio Centro,23,Bueno,Valentin Vanbaleghem
Independiente ,Argentina,Portero,31,Bueno,Milton Álvarez
Monarcas Morelia ,Mexico,Lateral Derecho|Defensa Central,21,Bueno,Paolo Medina
SCR Altach ,Austria,Lateral Izquierdo|Carrilero Izquierdo|Medio Centro|Extremo Izquierdo,23,Bueno,Emir Karic
Patronato ,Argentina,Medio Derecho,28,Bueno,Gabriel Compagnucci
Gimnasia y Esgrima La Plata ,Argentina,Lateral Izquierdo|Defensa Central,22,Bueno,Germán Guiffrey
Club Atlético Lanús ,Paraguay,Medio Izquierdo|Extremo Izquierdo,23,Bueno,Pablo Martínez
Vitesse ,Czech Republic,Defensa Central,28,Bueno,Tomáš Hájek
Dijon FCO ,Mali,Defensa Central,25,Bueno,Senou Coulibaly
VVV-Venlo ,Netherlands,Medio Centro Defensivo|Medio Centro,20,Bueno,Evert Linthorst
Cardiff City ,Northern Ireland,Medio Derecho,24,Bueno,Gavin Whyte
Shonan Bellmare ,Japan,Lateral Derecho|Lateral Izquierdo,29,Bueno,Kazuaki Mawatari
Cittadella ,Italy,Medio Centro Defensivo|Medio Centro,24,Bueno,Federico Proia
FC Red Bull Salzburg ,Mali,Medio Centro Defensivo|Medio Centro,22,Bueno,Youba Diarra
Toulouse Football Club ,France,Lateral Izquierdo|Defensa Central,19,Bueno,Mathieu Gonçalves
BSC Young Boys ,Guinea,Defensa Central,22,Bueno,Mohamed Ali Camara
Roma ,Brazil,Portero,23,Bueno,Daniel Fuzato
Cosenza ,Italy,Defensa Central,31,Bueno,Riccardo Idda
Genoa ,Slovenia,Portero,21,Bueno,Rok Vodišek
Venezia ,Serbia,Lateral Derecho,27,Bueno,Ivan Lakicevic
Dinamo Zagreb ,Iran,Lateral Derecho,24,Bueno,Sadegh Moharrami
Rodez Aveyron Football ,France,Defensa Central,23,Bueno,Yohan Roche
Perugia ,Italy,Defensa Central,22,Bueno,Filippo Sgarbi
Brøndby IF ,Slovakia,Delantero Centro,23,Bueno,Samuel Mráz
Rodez Aveyron Football ,France,Defensa Central,23,Bueno,Nathanaël Dieng
CF Fuenlabrada ,Peru,Delantero Centro,25,Bueno,Jeisson Martínez
Orlando Pirates ,South Africa,Medio Centro|Medio Centro Ofensivo|Extremo Derecho,29,Bueno,Ben Motshwari
Club Atlético Aldosivi ,Argentina,Lateral Derecho,23,Bueno,Emanuel Iñíguez
U Craiova 1948 Club Sportiv ,Ivory Coast,Defensa Central,29,Bueno,Stephane Acka
Manchester United ,England,Medio Centro Defensivo|Medio Centro,19,Muy Bueno,James Garner
SL Benfica ,Portugal,Medio Centro|Medio Centro Ofensivo,21,Bueno,David Tavares
ESTAC Troyes ,France,Medio Derecho|Medio Centro,22,Bueno,Warren Tchimbembé
FC Emmen ,Serbia,Medio Izquierdo,21,Bueno,Luka Adzic
AS Saint-Étienne ,France,Delantero Centro|Extremo Izquierdo,20,Muy Bueno,Charles Abi
AS Saint-Étienne ,France,Medio Centro,22,Bueno,Mahdi Camara
Heracles Almelo ,Netherlands,Medio Izquierdo|Extremo Izquierdo,21,Bueno,Delano Burgzorg
Helsingborgs IF ,Curacao,Delantero Centro,27,Bueno,Anthony van den Hurk
KV Oostende ,lbania,Delantero Centro,26,Bueno,Sindrit Guri
Barnsley ,Spain,Lateral Derecho|Defensa Central,22,Bueno,Bambo Diaby
Gamba Osaka ,Japan,Defensa Central,30,Bueno,Shunya Suganuma
New York Red Bulls ,United States,Delantero Centro,25,Bueno,Tom Barlow
Gimnasia y Esgrima La Plata ,Argentina,Medio Izquierdo|Extremo Izquierdo,21,Bueno,Matías Gómez
FC Admira Wacker Mödling ,Austria,Lateral Derecho|Defensa Central,19,Muy Bueno,Emanuel Aiwu
Getafe CF ,Spain,Defensa Central,21,Bueno,David Alba
Real Racing Club ,Spain,Defensa Central,22,Bueno,Manu Hernando
Vancouver Whitecaps FC ,Canada,Lateral Izquierdo|Defensa Central,22,Bueno,Derek Cornelius
AZ ,Japan,Lateral Derecho,20,Bueno,Yukinari Sugawara
Legia Warszawa ,Poland,Lateral Izquierdo|Medio Derecho|Medio Izquierdo,30,Bueno,Mateusz Cholewiak
FC Twente ,Japan,Medio Centro Ofensivo|Extremo Izquierdo,20,Muy Bueno,Keito Nakamura
KRC Genk ,Belgium,Portero,18,Muy Bueno,Maarten Vandevoordt
Club Atlas ,Mexico,Lateral Derecho,23,Bueno,Ismael Govea
Houston Dynamo ,Venezuela,Defensa Central,23,Bueno,Alejandro Fuenmayor
Rosario Central ,Argentina,Medio Izquierdo|Medio Centro,23,Bueno,Joel López Pissano
New York Red Bulls ,France,Medio Derecho|Medio Centro Ofensivo,27,Bueno,Florian Valot
Molde FK ,Norway,Medio Derecho|Medio Centro|Medio Centro Ofensivo,20,Muy Bueno,Tobias Christensen
Hamburger SV ,Germany,Lateral Derecho|Lateral Izquierdo|Medio Izquierdo,19,Muy Bueno,Josha Vagnoman
Portland Timbers ,Costa Rica,Lateral Derecho|Defensa Central,26,Bueno,Julio Cascante
Liverpool ,Netherlands,Defensa Central,18,Muy Bueno,Sepp van den Berg
Grenoble Foot 38 ,France,Medio Derecho|Medio Izquierdo,26,Bueno,Willy Semedo
VfL Bochum 1848 ,Germany,Defensa Central,23,Bueno,Simon Lorenz
Viktoria Plzen ,Czech Republic,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,23,Bueno,Ondrej Mihálik
Arsenal de Sarandí ,Argentina,Medio Centro|Medio Centro Ofensivo,22,Bueno,Alejo Antilef
Vélez Sarsfield ,Paraguay,Medio Centro Defensivo|Medio Centro,22,Bueno,Cristian Núñez
Esbjerg fB ,Ghana,Delantero Centro|Media Punta,22,Bueno,Mohammed Dauda
Olympique Lyonnais ,France,Defensa Central|Medio Centro Defensivo,20,Muy Bueno,Oumar Solet
FC Twente ,lbania,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,21,Bueno,Lindon Selahi
New York City FC ,United States,Defensa Central|Medio Centro Defensivo,20,Muy Bueno,James Sands
Philadelphia Union ,United States,Defensa Central,21,Bueno,Mark McKenzie
CF Fuenlabrada ,Angola,Medio Izquierdo|Extremo Izquierdo,24,Bueno,Anderson Emanuel
KRC Genk ,Brazil,Lateral Izquierdo,23,Bueno,Neto Borges
Cúcuta Deportivo ,Colombia,Delantero Centro,34,Bueno,Luis Carlos Cabezas
FK Bodø/Glimt ,Norway,Defensa Central,27,Bueno,Marius Lode
Newell's Old Boys ,Argentina,Delantero Centro|Medio Izquierdo|Extremo Derecho,24,Bueno,Alexis Rodríguez
Sangju Sangmu FC ,Korea Republic,Delantero Centro|Extremo Derecho,24,Bueno,Lee Keun Ho
Kawasaki Frontale ,Japan,Medio Derecho|Medio Centro Ofensivo,25,Bueno,Yasuto Wakizaka
FC Red Bull Salzburg ,Brazil,Portero,23,Bueno,Carlos Miguel
New York City FC ,Paraguay,Extremo Derecho,23,Bueno,Jesús Medina
Urawa Red Diamonds ,Japan,Lateral Derecho|Medio Derecho,21,Bueno,Daiki Hashioka
Waasland-Beveren ,Belgium,Lateral Izquierdo|Carrilero Izquierdo|Medio Izquierdo|Extremo Izquierdo,21,Bueno,Daam Foulon
Melbourne City ,Australia,Defensa Central,28,Bueno,Harrison Delbridge
Godoy Cruz ,Argentina,Defensa Central,23,Bueno,Joaquín Varela
Odds BK ,Norway,Lateral Izquierdo,22,Bueno,Birk Risa
Korona Kielce ,Argentina,Medio Derecho,23,Bueno,Andrés Lioi
FC Nordsjælland ,United States,Extremo Izquierdo,21,Bueno,Jonathan Amon
FC St. Pauli ,Sweden,Delantero Centro|Medio Derecho|Medio Izquierdo,22,Bueno,Viktor Gyökeres
Stade Malherbe Caen ,Senegal,Delantero Centro|Extremo Derecho,27,Bueno,Santy Ngom
Fiorentina ,Brazil,Lateral Izquierdo|Defensa Central,22,Bueno,Igor
Once Caldas ,Colombia,Delantero Centro,21,Bueno,Mender García
Club Atlas ,Mexico,Lateral Izquierdo|Medio Izquierdo,21,Bueno,Ulises Cardona
ADO Den Haag ,Netherlands,Defensa Central|Medio Centro,22,Bueno,Shaquille Pinas
Villarreal CF ,Uruguay,Medio Centro Defensivo,23,Bueno,Ramiro Guerra
Derby County ,England,Medio Centro Defensivo|Medio Centro,19,Muy Bueno,Max Bird
FC Emmen ,Croatia,Delantero Centro|Medio Derecho,25,Bueno,Marko Kolar
KSV Cercle Brugge ,South Africa,Delantero Centro|Extremo Derecho,19,Muy Bueno,Lyle Foster
SD Ponferradina ,Spain,Defensa Central|Medio Centro Defensivo,23,Bueno,Fran Manzanara
SSV Jahn Regensburg ,Germany,Portero,29,Bueno,Alexander Meyer
Atlético Tucumán ,Argentina,Lateral Derecho|Defensa Central,26,Bueno,Marcelo Ortíz
Estudiantes de La Plata ,Argentina,Medio Derecho|Medio Centro,24,Bueno,Nahuel Estévez
Sivasspor ,Turkey,Lateral Derecho|Defensa Central|Medio Centro Defensivo,22,Bueno,Fatih Aksoy
VfL Osnabrück ,Germany,Delantero Centro|Medio Derecho|Medio Izquierdo,22,Bueno,Etienne Amenyido
Denizlispor ,Turkey,Medio Derecho|Medio Izquierdo,24,Bueno,Sedat Sahintürk
Le Mans FC ,France,Medio Centro Defensivo|Medio Centro Ofensivo,22,Bueno,Lorenzo Rajot
Molde FK ,Norway,Medio Centro Defensivo|Medio Centro,25,Bueno,Martin Ellingsen
Godoy Cruz ,Uruguay,Delantero Centro|Medio Centro Ofensivo,24,Bueno,Miguel Ángel Merentiel
RKC Waalwijk ,Netherlands,Medio Centro|Medio Centro Ofensivo,22,Bueno,Tijjani Reijnders
KV Oostende ,Belgium,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,21,Bueno,Indy Boonen
La Spezia ,France,Delantero Centro|Extremo Derecho,23,Bueno,M'Bala Nzola
Perugia ,Italy,Media Punta|Extremo Izquierdo,21,Muy Bueno,Christian Capone
Chamois Niortais Football Club ,France,Medio Derecho|Extremo Derecho|Extremo Izquierdo,20,Bueno,Goduine Koyalipou
R. Oviedo ,Spain,Medio Centro Defensivo|Medio Centro,23,Bueno,Edu Cortina
Arka Gdynia ,Serbia,Medio Izquierdo|Extremo Izquierdo,24,Bueno,Nemanja Mihajlovic
SpVgg Unterhaching ,Germany,Medio Derecho|Medio Izquierdo,23,Bueno,Luca Marseiler
RCD Espanyol ,Morocco,Delantero Centro|Medio Derecho|Medio Izquierdo,22,Bueno,Mohamed Ezzarfani
Ipswich Town ,England,Medio Centro,21,Bueno,Flynn Downes
CD Numancia ,Spain,Delantero Centro|Medio Centro Ofensivo,27,Bueno,Néstor Albiach
Desportivo das Aves ,Portugal,Lateral Izquierdo,22,Bueno,Ricardo Mangas
CD Tenerife ,Spain,Medio Centro Defensivo,21,Bueno,Javi Alonso
Guadalajara ,Mexico,Medio Centro Defensivo|Medio Centro,22,Bueno,Fernando Beltrán
Universidad de Chile ,Chile,Delantero Centro,21,Bueno,Nicolás Guerra
Moreirense FC ,Brazil,Lateral Izquierdo,27,Bueno,Bruno Silva
Ajax ,Brazil,Delantero Centro|Extremo Derecho|Extremo Izquierdo,21,Bueno,Danilo
Belenenses ,France,Medio Centro|Medio Centro Ofensivo,24,Bueno,Chahreddine Boukholda
Trabzonspor ,Turkey,Medio Centro,23,Bueno,Dogan Erdogan
Royal Excel Mouscron ,Ghana,Delantero Centro|Extremo Derecho,21,Bueno,Jonah Osabutey
Al Adalah Club ,Madagascar,Delantero Centro|Medio Izquierdo,31,Bueno,Charles Carolus Andriamahitsinoro
Club León ,Mexico,Delantero Centro,23,Bueno,José de Jesús Godínez
Heracles Almelo ,Germany,Defensa Central,25,Bueno,Maximilian Rossmann
Preston North End ,England,Lateral Izquierdo|Defensa Central,21,Bueno,Josh Earl
FC Ingolstadt 04 ,Germany,Medio Centro Defensivo|Medio Centro,23,Bueno,Maximilian Thalhammer
Holstein Kiel ,Germany,Medio Derecho|Medio Izquierdo|Extremo Izquierdo,22,Bueno,Makana Baku
Vitória Setúbal ,Portugal,Medio Centro|Extremo Derecho,24,Bueno,Tiago Castro
Slask Wroclaw ,Poland,Medio Izquierdo,22,Bueno,Przemyslaw Placheta
Paris Saint-Germain ,Netherlands,Lateral Izquierdo,20,Bueno,Mitchel Bakker
SpVgg Unterhaching ,Germany,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,23,Bueno,Alexander Fuchs
Sportverein Waldhof Mannheim 07 e.V. ,Germany,Lateral Izquierdo|Defensa Central|Medio Centro Defensivo,26,Bueno,Marcel Seegert
FC Bayern München II ,Korea Republic,Medio Derecho|Medio Izquierdo,20,Muy Bueno,Jeong Woo Yeong
SC Paderborn 07 ,Canada,Medio Centro Defensivo|Medio Centro,32,Bueno,Massih Wassey
1. FC Heidenheim 1846 ,Germany,Delantero Centro,26,Bueno,Stefan Schimmer
TSV Hartberg ,Austria,Defensa Central,26,Bueno,Felix Luckeneder
FC Ingolstadt 04 ,Germany,Medio Derecho|Medio Izquierdo|Media Punta,23,Bueno,Maximilian Wolfram
SV Sandhausen ,Germany,Delantero Centro|Medio Derecho|Extremo Derecho,25,Bueno,Robin Scheu
CD Mirandés ,Brazil,Delantero Centro,23,Bueno,Matheus Aias
FC Sion ,Switzerland,Carrilero Derecho|Lateral Derecho|Extremo Derecho,24,Bueno,Quentin Maceiras
MSV Duisburg ,Germany,Portero,24,Bueno,Leo Weinkauf
KAS Eupen ,Benin,Defensa Central,24,Bueno,Olivier Verdon
AD Alcorcón ,Spain,Medio Centro Defensivo|Medio Centro,22,Bueno,Luis Perea
Swansea City ,England,Defensa Central,20,Muy Bueno,Ben Wilmot
Pohang Steelers ,Korea Republic,Defensa Central,25,Bueno,Ha Chang Rae
CD O'Higgins ,Chile,Medio Centro Defensivo|Medio Derecho|Medio Centro,21,Bueno,Matías Sepúlveda
IFK Göteborg ,Sweden,Defensa Central|Medio Centro Defensivo,22,Bueno,August Erlingmark
Monarcas Morelia ,Mexico,Lateral Izquierdo|Defensa Central,21,Bueno,Carlos Vargas
Wigan Athletic ,England,Lateral Derecho,20,Muy Bueno,Dujon Sterling
Korona Kielce ,Poland,Medio Centro Defensivo|Medio Centro,28,Bueno,Jakub Zubrowski
Vegalta Sendai ,Japan,Medio Derecho|Medio Izquierdo,34,Bueno,Kunimitsu Sekiguchi
Shimizu S-Pulse ,Japan,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,30,Bueno,Yosuke Kawai
Sint-Truidense VV ,Japan,Lateral Izquierdo,23,Bueno,Ko Matsubara
Shimizu S-Pulse ,Japan,Lateral Derecho|Defensa Central,22,Bueno,Yugo Tatsuta
Hokkaido Consadole Sapporo ,Japan,Medio Centro|Media Punta,27,Bueno,Takuma Arano
Al Nassr ,Saudi Arabia,Medio Centro Defensivo|Medio Centro,23,Bueno,Abdullah Al Khaibari
New York City FC ,Argentina,Delantero Centro|Extremo Derecho,21,Bueno,Valentin Castellanos
AS Monaco Football Club SA ,France,Delantero Centro,20,Bueno,Moussa Sylla
Patriotas Boyacá FC ,Uruguay,Portero,29,Bueno,Álvaro Villete
Empoli ,Switzerland,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,21,Muy Bueno,Nedim Bajrami
